Hotel_Name,Location,Address,Cost,Property_type,Likes,Rating,Review
Best Time Hotel,Ibeju Lekki,"Ibeju Lekki, Lagos - Taro, Lekki/Epe Expressway",,Best Time Hotel,8,NA,NA
Taola Hotel,Alimosho,"Alimosho, Lagos - 28 Prince Adeyemi Way Off Igando Road",2000,Hotel,8,NA,NA
Kingsmead Hotel,Victoria Island,"Victoria Island, Lagos - Plot 194B  Jide Oki Street ",26000,Hotel,8,NA,NA
Air Wing View Furnished Apartment Ltd,Maryland,"Maryland, Lagos - 18, Unity Crescent, Off Arowojobe Street, By Orobi...",,Air Wing View Furnished Apartment Ltd,8,NA,NA
Unique Hotels,Ajah,"Ajah, Lagos - 9 Asajan Street Sangotedo Off Lekki Epe Epressway ",13500,Hotel,8,NA,NA
Light House Hotel,Lekki,"Lekki, Lagos - 5, Olajide George Street, Off Siji Soetan Street, ...",,Light House Hotel,8,NA,NA
Freshy Inn,Lekki,"Lekki, Lagos - 12, Olukolu Street, Igbe -Efe",5000,Freshy Inn,8,NA,NA
Sheerareez International Hotel ,Okokomaiko,"Okokomaiko, Lagos - 6 Ademola Oshodi Street, Igbo-Elerin Okoko",,Hotel,8,NA,NA
Olubukun Guest House ,Bariga,"Bariga, Lagos - 120 Ashimowu Street",,Hotel,8,NA,NA
Panama Hotels Limited,Oshodi-Isolo,"Oshodi-Isolo, Lagos - 2, Dr. Ogbewi Close, Off Isolo Way, Ajao Estate, O...",4000,Hotel,8,NA,NA
E 74 Hotel And Suite,,", Lagos - 21, Akeja Street",,E 74 Hotel And Suite,8,NA,NA
House 2 Elders Club,Apapa,"Apapa, Lagos - 2 Oniru Street",,Hotel,8,NA,NA
Goodness Hotel ,Ojo,"Ojo, Lagos - 289 Old Ojo Road Oluti Amuwo-Odofin",,Hotel,8,NA,NA
Opracini Hotel And Lounge,Ifako-Ijaiye,"Ifako-Ijaiye, Lagos -  16, Fatai Close, Iju Ishaga",,Opracini Hotel And Lounge,8,NA,NA
Divine International Hotel,Ikorodu,"Ikorodu, Lagos -  23, Orioke, Ajegunle, Ikorodu Road, Ikorodu",3350,Hotel,8,NA,NA
Sadel Klacy Place,Idimu,"Idimu, Lagos - 223, Egbeda - Idimu Road, Car Wash Bus Stop",,Hotel,8,NA,NA
Frontier Guest Inn,Ikeja,"Ikeja, Lagos - 29, Emina Crescent  Ikeja Lagos,  Nigeria",,Hotel,12,NA,NA
Malibu Garden Hotel,Agbara,"Agbara, Lagos - 1 Ringroad, Odem Agbara Industrial Estate, Agbara,...",8250,Malibu Garden Hotel,8,NA,NA
9 HMC Annex Guest Chalet,Ikeja,"Ikeja, Lagos - 9, Herbert Macaulay Crescent, GRA Ikeja, Lagos, Ni...",14800,Hotel,8,NA,NA
Apapa Resort,Apapa,"Apapa, Lagos - No 12, Oniru Street,",7650,Apapa Resort,8,NA,NA
Den Cado Guest House,Ikotun,"Ikotun, Lagos - No 3, Covenant Street",5000,Den Cado Guest House,8,NA,NA
Relly Dees Guest House,Iju Ishaga,"Iju Ishaga, Lagos -  No 30 African Church Road, College Bus Stop",3000,Relly Dees Guest House,8,NA,NA
Greensland International Hotel And Resort,Ogba-Ijaye,"Ogba-Ijaye, Lagos - 43, Adedoyin Street, Opp Zenith Bank,  ",5400,Greensland International Hotel And Resort,8,NA,NA
Next Level Hotel ,Badagry,"Badagry, Lagos - Next Level Hotels Close, Off Shola Oladejo Street,...",1000,Next Level Hotel ,8,NA,NA
Rose Garden Hotel,Ijanikin,"Ijanikin, Lagos - 9, Owoseni Street, Ijanikin Station Bus Stop, ",4000,Rose Garden Hotel,8,NA,NA
Paradise Hotel Limited,Ikotun,"Ikotun, Lagos - 1, Paradise Street",2000,Paradise Hotel Limited,8,NA,NA
Big Sam Hotel Annex,Ilogbo Eremi,"Ilogbo Eremi, Lagos - Along Ilogbo Oko-Afor Road Beside Yani Estates Oko...",2500,Big Sam Hotel Annex,8,NA,NA
West Door's Lodge,Opebi,"Opebi, Lagos - 2 Bolaji Adebanjo Street",15000,West Door's Lodge,8,NA,NA
 Peninsular Motel 2,Ibeju Lekki,"Ibeju Lekki, Lagos - KM 26, Peninsula Busstop, Alatishe",, Peninsular Motel 2,8,NA,NA
Sleep Inn Hotel, Ikorodu," Ikorodu, Lagos - Omotayo Ogunnowo Street, Elepe",,Sleep Inn Hotel,8,NA,NA
Tomotee Hotel And Suites,Ikorodu,"Ikorodu, Lagos -  Muti Road, Ajegunle Area, Ita Oluwo, Ikorodu",5400,Tomotee Hotel And Suites,4,NA,NA
CG Studio Apartment,Ikeja,"Ikeja, Lagos - Juli Estate, Off Kudirat Abiola Way",15980,CG Studio Apartment,4,NA,NA
The Emem Apartments,Ikoyi,"Ikoyi, Lagos - 34 Cameron Road, Ikoyi",62910,The Emem Apartments,4,NA,NA
Cooper Road Short-Let,Ikoyi,"Ikoyi, Lagos - 2, Cooper Road, Ikoyi",46800,Apartment,8,NA,NA
Casa Kent,"Victoria Island,","Victoria Island,, Lagos - Plot 4 Chief Yesufu Abiodun Way, Oniru, Victoria I...",55000,Hotel,8,NA,NA
Lakowe Lakes & Golf Resort Estate Apartment,Lekki-Epe ,"Lekki-Epe , Lagos - Lekki-Epe Expressway",37000,Apartment,4,NA,NA
"Momak5 Hotel, Lekki",Lekki,"Lekki, Lagos - No. 12, Dr Chimezie Close Chevy View Estate, Lekki",15000,Hotel,8,NA,NA
Lifestyle Lounge And Hotel,Festac,"Festac, Lagos - 1st Avenue I Close, Festac",15000,Hotel,8,NA,NA
Cornerpiece Crib ,Lekki Phase 1,"Lekki Phase 1, Lagos - 27, Chief Gbolahan Owolabi Street, Lekki Phase 1",31500,Hotel,8,NA,NA
Favourite Hotel,Oshodi,"Oshodi, Lagos - No. 16, Aina Street, Off Ajisegiri, Ladipo - Shogu...",14400,Hotel,8,NA,NA
Olive Luxury Apartments Eko Atlantic City,Victoria Island,"Victoria Island, Lagos - Eko Atlantic City, Off Ahmadu Bello Way,  Victoria...",140000,Apartment,8,NA,NA
Right Gigs Apartments,Lekki Phase 1,"Lekki Phase 1, Lagos - 3 Salvation Road, Itedo Estate, Off Freedom Way, L...",70000,Apartment,8,NA,NA
Elicris Place Apartment,Ikeja,"Ikeja, Lagos - No. 86 Oduduwa Crescent, Ikeja",45000,Apartment,8,NA,NA
Hotel De Roma International,Abule Egba,"Abule Egba, Lagos - 30, Odekeye Street, Puposola Amusan Road, New Oko ...",10000,Hotel,8,NA,NA
Monty Suites Lekki,Lekki Phase 1,"Lekki Phase 1, Lagos - Plot 16 Adebayo Doherty Road, Lekki Phase 1",70000,Hotel,8,NA,NA
Villa Palazzo Hotel And Apartments,Ikeja,"Ikeja, Lagos - 12 Gafari Balogun Street Off Salvation Road, Opebi...",18000,Apartment,8,NA,NA
Casa Rose,Victoria Island,"Victoria Island, Lagos - 1004 Estate   ",,Hotel,6,NA,NA
Triedent Suites,Ikeja,"Ikeja, Lagos - 14A Ladipo Oluwole Street, Off Adeniyi Jones Avenu...",20000,Hotel,6,NA,NA
B Vinco Guest House ,Abule Egba,"Abule Egba, Lagos - 101 Ekoro-Meiran Road,  Agbelekale",,B Vinco Guest House ,6,NA,NA
Donefa Guest House,Egbe,"Egbe, Lagos - Florence Fadipe St Ikotun.",,Donefa Guest House,6,NA,NA
Kenth Royal Hotel,Ikorodu,"Ikorodu, Lagos - Gberigbe Agura Road",,Kenth Royal Hotel,6,NA,NA
Mac-Royal Hotels Limited,Isolo,"Isolo, Lagos - 27 Adeoyo Street, Mushin ",4000,Mac-Royal Hotels Limited,6,NA,NA
Light Years Investment Limited,Okota,"Okota, Lagos - No 5 Ohafia Street, Ago Last Bus Stop",,Light Years Investment Limited,6,NA,NA
Pivotal Hotel (House 30),,", Lagos - 30, Abeokuta Street, Ebute Meta",,Pivotal Hotel (House 30),6,NA,NA
Sidos Event Club And Bar, Ifako-Ijaiye," Ifako-Ijaiye, Lagos - 16, Babs Ladipo Street, Off Agbe Road",,Sidos Event Club And Bar,6,NA,NA
Klacy Place ,Alimosho,"Alimosho, Lagos - 223, Egbeda Idimu Road, Car Wash Bus Stop.",,Klacy Place ,6,NA,NA
Piccadilli International Hotel Limited,Ikeja,"Ikeja, Lagos - 2 Olijide Street Off Unity Road Bank Anthony Way.",10000,Hotel,6,NA,NA
Cholak Guest House,Alagbado,"Alagbado, Lagos - 7, Olu Oginsado St, Alagbado, Lagos State, Nigeria...",,Cholak Guest House,6,NA,NA
Standard Group Of Hotels,Mushin,"Mushin, Lagos - 3/5 Ifelodun Street, Off Sadiku Street, Ilasamaja",,Standard Group Of Hotels,6,NA,NA
Law Meridian Hotel,Apapa,"Apapa, Lagos - 10 Oniru Street",9000,Law Meridian Hotel,6,NA,NA
Miyeni's Court Limited,,", Lagos - 5A, Castle Rock Avenue, By Mobil Filling Station, ...",,Miyeni's Court Limited,6,NA,NA
High Taste Hotels Limited,Ojo,"Ojo, Lagos - 1 High Taste Close, By High Taste Bus Stop Frankla...",3000,High Taste Hotels Limited,6,NA,NA
Chivina Hotels Limited ,Oshodi-Isolo,"Oshodi-Isolo, Lagos - 15 Dele Orisabiyi Street Ago Palace Way Okota Osho...",,Hotel,6,NA,NA
Diamond Hotel And Suites,Ipaja,"Ipaja, Lagos - 34, Azeez Oladosu, Majivagbe Area",4000,Diamond Hotel And Suites,6,NA,NA
Anambra State Gov Complex,Victoria Island,"Victoria Island, Lagos - 1231, Ahmadu Bello Way, Victoria Island, Lagos Sta...",,Anambra State Gov Complex,6,NA,NA
Dejavu Comfort Extraordinary,Victoria Island,"Victoria Island, Lagos - Plot 897 Balarabe Musa ",20000,Hotel,6,NA,NA
Dinat Guest House,Alapere,"Alapere, Lagos - 75, Agbayi Road, Alapere",,Dinat Guest House,6,NA,NA
BK Lodge,Ifako Ijaiye,"Ifako Ijaiye, Lagos - 112/ 114, Baale Animasaun Road",,BK Lodge,6,NA,NA
Flamingo Apartments,Ikoyi,"Ikoyi, Lagos - Cameron Road, Ikoyi",96000,Hotel,6,NA,NA
Definite Destiny Hotel,Ikeja,"Ikeja, Lagos - 4, Kofoworola Street, Balogun, Ikeja, Lagos",22500,Hotel,6,NA,NA
Double 1 Suites,Ojodu,"Ojodu, Lagos - 11, Bamako Estate, Hotel Bus Stop, Omole Ojodu",5500,Hotel,6,NA,NA
De Mercy Palace Inn Hotel,Ikorodu,"Ikorodu, Lagos - 1, Eleshin Street, Ijede Road, Ikorodu",4000,De Mercy Palace Inn Hotel,6,NA,NA
Etasaro Global Hotel,Ojo,"Ojo, Lagos - 8, Olofinbiyi Street, Ketu-Badagry Express Way, ",2490,Etasaro Global Hotel,6,NA,NA
New Era Relaxation Centre,Badagry,"Badagry, Lagos - Topo-Idale",3000,New Era Relaxation Centre,6,NA,NA
Kingsland Hotel,Agege,"Agege, Lagos - 16, Daddy Oniyide Street, Orile Agege",,Kingsland Hotel,6,NA,NA
Events Extension 2,Apapa,"Apapa, Lagos - Boundary Express",4000,Events Extension 2,6,NA,NA
Lagunda Hotel,Ejigbo,"Ejigbo, Lagos - 15, Balogun Akaratu Street",4000,Lagunda Hotel,6,NA,NA
Saamhany White House Hotel,Agege,"Agege, Lagos - 187, Ipaja Road",8000,Saamhany White House Hotel,6,NA,NA
Aqua Lounge (Dalion Guest House),Ogba,"Ogba, Lagos - 27 Sonola Street, Aguda",4000,Aqua Lounge (Dalion Guest House),6,NA,NA
De Monimo Hotel And Event Centre,Ipaja,"Ipaja, Lagos - 3, Abosede Aro Avenue",3000,De Monimo Hotel And Event Centre,6,NA,NA
Spring Park Hotel,Ajah,"Ajah, Lagos - 8, Odemola Aramoko Close",8000,Spring Park Hotel,6,NA,NA
De Matthew's Bar,Epe,"Epe, Lagos - 1, Eyindi Street",10000,De Matthew's Bar,6,NA,NA
O.J Guest House,Ikotun,"Ikotun, Lagos - 1 Adekinjo Street",2500,O.J Guest House,6,NA,NA
Bendel Inn,Badagry,"Badagry, Lagos - Opposite Total Filling Station",2500,Bendel Inn,6,NA,NA
Collington Furnished Chalet,Ikeja,"Ikeja, Lagos - 1, Eleruwa Street, Wemabod Estate, Oba Akran",12500,Collington Furnished Chalet,6,NA,NA
Coconut Guest House,Badagry,"Badagry, Lagos - Old Nepa Coconut",,Coconut Guest House,6,NA,NA
Lifestyle Hotel ,Ikotun,"Ikotun, Lagos - 61, Ajewole Street, Off Governor's Road, Ikotun",,Hotel,6,NA,NA
Royalsworth Hotel,Bariga,"Bariga, Lagos - 11, Shoyinka Street. Ladi-Lak, Bariga",,Hotel,6,NA,NA
Signature By Casaflo,Lekki,"Lekki, Lagos - Ogidi Cres, Eti-Osa",80000,Hotel,6,NA,NA
Fair Heaven Apartment,Victoria Island,"Victoria Island, Lagos - Ozumba Mbadiwe Road Block B10 Flat 305, 1004 Estat...",75000,Apartment,3,NA,NA
Whitebrooks Suites ,Surulere,"Surulere, Lagos - 16b Imam Dauda Street, Off Eric Moore Avenue",12590,Whitebrooks Suites ,3,NA,NA
12 Temple Road,Ikoyi,"Ikoyi, Lagos - Olu Holloway Road 12, Ikoyi",110165,12 Temple Road,3,NA,NA
Real Habitats Sapphire,Ikoyi,"Ikoyi, Lagos - Mobolaji Johnson Road, Ikoyi",125900,Apartment,3,NA,NA
Yello Condo,Lekki,"Lekki, Lagos - Off Freedom Way F Penthouse, Primewaterview Garden...",43250,Yello Condo,3,NA,NA
100 Percent Partners Hotel,Ikeja,"Ikeja, Lagos - 12 Samuel Awoniyi Street, Off Salvation Road, Opeb...",15000,Hotel,3,NA,NA
International New Life Hotel ,Ikorodu,"Ikorodu, Lagos - No 11, Paulson Odu Avenue , Omologede Estate Off E...",9000,Hotel,6,NA,NA
S & S Castlebrook Apartment,Lekki,"Lekki, Lagos - Prince Samuel Adedoyin Ikate Lekki",50000,Apartment,6,NA,NA
Providence Court,Victoria Island,"Victoria Island, Lagos - Flat 1A, Providence Court,Dideolu Estate, Victoria...",65000,Hotel,6,NA,NA
MmmHouse Lagos,,", Lagos - 31 Bode Thomas Street, Surulere, Lagos",13500,Hotel,9,NA,NA
Dazzle Pearl Homes,Lekki Phase 1,"Lekki Phase 1, Lagos - No. 1 Wumego Crescent Off Christ Ave Off Admiralty...",90000,Apartment,6,NA,NA
Liz Tom Hotel & Suites,Ikotun,"Ikotun, Lagos - No. 7, Tunde Odeyemi Street, Bakare Bus Stop, Besi...",4000,Liz Tom Hotel & Suites,6,NA,NA
Idado Estate Shortlet Apartment ,Lekki,"Lekki, Lagos - No. 10 Towobola Close, Off Adebisi Oyenola Street,...",25000,Apartment,6,NA,NA
"Tamara Court, Lekki",Lekki,"Lekki, Lagos - 3A Off New Horizon Two Estate Road, Ikate Elegushi...",50000,Hotel,6,NA,NA
Hotel Madiba,Lekki,"Lekki, Lagos - No. 68 Kusenla Road Ikate-Elegushi, Lekki",30000,Hotel,6,NA,NA
STO Serviced Apartment,Lekki,"Lekki, Lagos - B9 Dunvale Court, Coleman Nwanfor Street, Orchid H...",65000,Hotel,6,NA,NA
Primal Hotel MKO,Ikeja,"Ikeja, Lagos - No. 5 MKO Abiola Crescent, Off Toyin Street, Ikeja",18000,Hotel,6,NA,NA
Lifestyle Lounge And Hotel Annex,Festac,"Festac, Lagos - 21 Road Y Close, Festac",12000,Hotel,6,NA,NA
Clayhall By SRS,Ikoyi,"Ikoyi, Lagos - 5A, Temple Road Ikoyi ",270237,Apartment,6,NA,NA
Lala’s Boutique Hotel ,Victoria Island,"Victoria Island, Lagos - 251A Sapara Williams Close, Victoria Island ",52312,Hotel,6,NA,NA
The Atrium Lagos,Ikeja,"Ikeja, Lagos - Plot 18, Block 1a, Agoro Street, Omole Phase 1, Be...",35000,Hotel,6,NA,NA
"Empresa Hotel & Spa, Lekki",Lekki-Epe ,"Lekki-Epe , Lagos - No. 1 Hitech Estate, KM. 20, Beside Lagos Business...",25850,Hotel,6,NA,NA
Marriot Airport Hotel,Ajao Estate,"Ajao Estate, Lagos - 1, Ogunade Close, Behind Conoil, Murtala Mohammed ...",29500,Hotel,3,NA,NA
Terraform Hotel,Lekki Phase 1,"Lekki Phase 1, Lagos - No. 14 Wole Olateju Crescent, Off Marcopolo Bus St...",45000,Hotel,6,NA,NA
New House Hotel,Ikorodu,"Ikorodu, Lagos - 62, Borokini Street, Aga",8500,New House Hotel,4,7.2 Very Good,From 1 review
Andowa Hotel,Oshodi,"Oshodi, Lagos - Afarigun St ",,Andowa Hotel,4,NA,NA
Cedar Palace Hotel ,Ikeja,"Ikeja, Lagos - 11, Harbour Road, Ikeja, Lagos ",,Cedar Palace Hotel ,4,NA,NA
Diamond Hotel,Alimosho,"Alimosho, Lagos - 29, Egbeda Idimu Rd, Alimosho.",,Diamond Hotel,4,NA,NA
New Town Hotel And Suites,Ifako-Ijaiye,"Ifako-Ijaiye, Lagos - 8, Rotras Crescent, By Ile - Iwe, Imeran",,New Town Hotel And Suites,4,NA,NA
Whisky Ice House And Suites,Ajah,"Ajah, Lagos - Km 42, Ajah / Epe Expressway",,Whisky Ice House And Suites,4,NA,NA
Omaodun Hotel,Agege,"Agege, Lagos - 319, Ipaja Road, Agege, Lagos State, Nigeria.",,Omaodun Hotel,4,NA,NA
Afredo Suites,,", Lagos - 47, Adetola Street",,Afredo Suites,4,NA,NA
Don Leon Hotel And Suites,Ajegunle,"Ajegunle, Lagos - 1, Novel Drugs Street",,Don Leon Hotel And Suites,4,NA,NA
Fijedom Lodge,,", Lagos - 28, Oluwatosin Street, Off Elliot-Atuwon Road, By ...",5000,Fijedom Lodge,4,NA,NA
Bec Suites,Ikeja,"Ikeja, Lagos - 16, Joel Ogunaike Street, GRA Ikeja",28750,Hotel,4,NA,NA
Ecutives Presidential Inn ,Bariga,"Bariga, Lagos - Bariga Road, Bariga, Lagos State, Nigeria.",,Ecutives Presidential Inn ,4,NA,NA
De-cool Hotel,,", Lagos - No 8, Balogun Street",,De-cool Hotel,4,NA,NA
Three Brothers Hotel,Ikorodu,"Ikorodu, Lagos - 1 Unity Street, Odogunyan B/stop, Ikorodu",,Three Brothers Hotel,4,NA,NA
Mariana Suite And Hotels Limited ,Agbado,"Agbado, Lagos - Km 30, Abeokuta Expressway, Adura Bus Stop",,Mariana Suite And Hotels Limited ,4,NA,NA
Aminat Guest House,,", Lagos - 2, Femi Bamgbolu Street, Beside Rinsay Filling Sta...",5000,Aminat Guest House,4,NA,NA
Oladipo Guest House,Ikotun,"Ikotun, Lagos - 14, Tairu Ololade Street, Hostel Busstop",,Oladipo Guest House,4,NA,NA
Hotel Accord,Surulere,"Surulere, Lagos - 62, Clegg Street",,Hotel Accord,4,NA,NA
Grand Diamond Hotel And Suites,,", Lagos - 6, Chief Nwafor Street, Off Bello Street, Obawole",,Grand Diamond Hotel And Suites,4,NA,NA
The Mirage Resort Limited,Ikotun,"Ikotun, Lagos - 1, Okonji Crescent Cele, Egbe",,The Mirage Resort Limited,4,NA,NA
Rim Leisure Suite,,", Lagos - 27, Unity Crescent",,Rim Leisure Suite,4,NA,NA
Premier Guest House Annex 3,Ojo,"Ojo, Lagos - 304 Old Ojo Road, Lagos",,Premier Guest House Annex 3,4,NA,NA
Chanty Hotel ,Oshodi,"Oshodi, Lagos - Afarigun St ",,Chanty Hotel ,4,NA,NA
Josh Bryan,Victoria Island,"Victoria Island, Lagos - 317A, Akin Ogunlewe Street, Off Ligali Ayorinde",25000,Hotel,4,NA,NA
Safeland Hotels Limited,,", Lagos - 6/8/10 Ile Anu Crescent Off Bioyin Street, Behind ...",,Safeland Hotels Limited,4,NA,NA
Galaxy Guest House,Alaba Oro,"Alaba Oro, Lagos - 15, Alaba Oro Rd, Alaba Oro, Lagos State, Nigeria.",,Galaxy Guest House,4,NA,NA
Finemat Hotel,,", Lagos - 28, Oni Street, Ayawoele Road",,Finemat Hotel,4,NA,NA
Nice Time Hotel,Iba,"Iba, Lagos - 5, Chief Olaniji St, Iba, Lagos State, Nigeria.",4500,Hotel,4,NA,NA
Fooma Hotels,Apapa,"Apapa, Lagos - 2, Ado Avenue, Off Commercial Road",,Fooma Hotels,4,NA,NA
ASO ROCK BED AND BREAKFAST,Agege,"Agege, Lagos - 12 Olusesi Street Iju Ishaga Lagos",,ASO ROCK BED AND BREAKFAST,4,NA,NA
De Signal Hotel 2,Ijesha,"Ijesha, Lagos - 39, Adeshina Street",,De Signal Hotel 2,4,NA,NA
Abindel Hotel,Oshodi-Isolo,"Oshodi-Isolo, Lagos - 17 Akande Adebesin Street Mafoluku Oshodi-Isolo, L...",,Hotel,4,NA,NA
Home Country Hotels,Ikorodu,"Ikorodu, Lagos - Plot 12, Isawo Rd, Agric, Ikorodu, Lagos State, Ni...",,Home Country Hotels,4,NA,NA
Yoks Place Hotel,Oshodi-Isolo,"Oshodi-Isolo, Lagos - 7 Daddy Adelekan Street Ire Akari Estate ",4500,Yoks Place Hotel,4,NA,NA
Ndokwa Entertainment Centre Annex,,", Lagos - 37/33, Cementary Road Amukoko Ifelodun",,Ndokwa Entertainment Centre Annex,4,NA,NA
Stephens Hotel (formerly Granada Hotel),Surulere,"Surulere, Lagos - Jacob St, Ojuelegba",,Hotel,4,NA,NA
De-Signal Hotel 3,Surulere,"Surulere, Lagos - 256, Ijesha Road, By NEPA, Aguda Surulere",,De-Signal Hotel 3,4,NA,NA
Ray's Inn,Apapa,"Apapa, Lagos - 2 Lander Close, Off Liverpool Road, Opposite Mario...",,Hotel,4,NA,NA
Ganolad Nigeria Limited,Ikotun,"Ikotun, Lagos - 4, Akuwu Street",3000,Ganolad Nigeria Limited,4,NA,NA
Ronny Guest House,Ikorodu,"Ikorodu, Lagos - 7/11 Alade-Egbeyemi Street, Idiroko Bus-stop",,Ronny Guest House,4,NA,NA
Chilly Guest House,,", Lagos - 51, Oni Street By Micon Bustop",,Chilly Guest House,4,NA,NA
Quincy International Hotel,Apapa,"Apapa, Lagos - 9, Bornu Crescent",,Quincy International Hotel,4,NA,NA
Bonti Hotel And Leisure,Ikotun,"Ikotun, Lagos - 3 Ibrahim Amoda Street, Off Century Bus-stop, Ago ...",,Bonti Hotel And Leisure,4,NA,NA
De Perfecta Flat Hotel ,Ikorodu,"Ikorodu, Lagos - 11-13 Abibat Amokade Street, Behind Papa Ajasco Ho...",,De Perfecta Flat Hotel ,4,NA,NA
JV Hotel,Alimosho,"Alimosho, Lagos - 30/32 Lasu-Igando Road, Isheri, Alimosho",,JV Hotel,4,NA,NA
Eddy Motel ,Victoria Island,"Victoria Island, Lagos - Adeogun St ",,Eddy Motel ,4,NA,NA
Jolas Hotel,Agege,"Agege, Lagos - 6, Moricas Street",,Jolas Hotel,4,NA,NA
Mucken Sakurai Hotel,,", Lagos - 20, Okiki Street, Ago Palace Way",,Mucken Sakurai Hotel,4,NA,NA
Aminmin Guest Inn,Egbeda,"Egbeda, Lagos - 32 Oyegbemi St  Akowonjo",,Aminmin Guest Inn,4,NA,NA
Shado Royal Hotel ,Isolo,"Isolo, Lagos - 4/6 Alabe Street, Off Osolo Way",,Shado Royal Hotel ,4,NA,NA
Boco Guest House,Surulere,"Surulere, Lagos - 42, Nuobi Street, Lawanson",,Boco Guest House,4,NA,NA
House Nine B,Apapa,"Apapa, Lagos - 9b Yala Close Off Park Lane Apapa, Lagos",45000,Hotel,4,NA,NA
Sands Hotel Nig. Limited,Ifako Ijaiye,"Ifako Ijaiye, Lagos -  5 , Sands Avenue",,Sands Hotel Nig. Limited,4,NA,NA
Nu Rock Event Centre And Hotel,Alimosho,"Alimosho, Lagos - 5/7, Kola Ogundeji Street Seliat Estate, Egbeda",5160,Hotel,4,NA,NA
Personality Hotel ,Badagry,"Badagry, Lagos - Badagry Express Way, Badagry",,Personality Hotel ,4,NA,NA
Bubble Guest House,Badagry,"Badagry, Lagos - 1, Segun Ogunbiyi Street",,Bubble Guest House,4,NA,NA
Adams Castles,Badagry,"Badagry, Lagos -  Power Line Street, Ijanikin",,Adams Castles,4,NA,NA
Haricorn Apartments,Magodo,"Magodo, Lagos - 10a/b, Basheer Shittu Street, Magodo PH2, Lagos.",80000,Haricorn Apartments,4,NA,NA
Atur Service Apartments,Oregun,"Oregun, Lagos - Alfred Gardens",25000,Atur Service Apartments,4,NA,NA
Zaints Guest House,Lagos,"Lagos, Lagos - 6A, Lily Drive, MKO Abiola Garden, Alausa",29995,Zaints Guest House,2,NA,NA
Nelki's Place, Lekki Phase I," Lekki Phase I, Lagos - Plot 3, Block 38 ,Yinka Bello Street ",20000,Nelki's Place,4,NA,NA
Spunky Guest House,Badagry,"Badagry, Lagos - Zone 2,",3000,Spunky Guest House,4,NA,NA
Little Base Guest House,Oko-Afo,"Oko-Afo, Lagos - Gumajaye Pipeline. Ilogbo",,Little Base Guest House,4,NA,NA
New Star Hotel,Ejigbo,"Ejigbo, Lagos - No 2, Adewumi Street, Off Alesh Bus Stop",2250,New Star Hotel,4,NA,NA
Jim Heritage Hotel LTD,Badagry,"Badagry, Lagos - No 2, Agbouipe Itohun Road, Ajara Agelasho",4000,Jim Heritage Hotel LTD,4,NA,NA
Tyndale Residence Ltd,Jibowu,"Jibowu, Lagos - 5, Abimbola Close, Jibowu",11000,Tyndale Residence Ltd,4,NA,NA
Crown Guest House, Ibeju Lekki," Ibeju Lekki, Lagos - Bakery Bus Stop, Badore Road,",7000,Crown Guest House,4,NA,NA
Erinjogun Ola Intercontinental Hotel And Suites, Badagry," Badagry, Lagos - KM 33,m Badagry ExpressWay Toll Gate Bus Stop",,Erinjogun Ola Intercontinental Hotel And Suites,4,NA,NA
Silky Rolex Hotel,Epe,"Epe, Lagos - Lagos Road",3500,Silky Rolex Hotel,4,NA,NA
Embazy Guest House,Alagbado,"Alagbado, Lagos - 13, Orobiyi Street",3000,Embazy Guest House,4,NA,NA
ST And T Hotel,Ipaja,"Ipaja, Lagos - 12, Aina Obembe Street",5000,ST And T Hotel,4,NA,NA
Landmark Villa Suites,Magodo,"Magodo, Lagos - 77A, CMD Road, ",15500,Landmark Villa Suites,4,NA,NA
Hadmas Hotel,Igando,"Igando, Lagos - 48, Adepoju Avenue",2125,Hadmas Hotel,4,NA,NA
Sheerazeez International Hotel,Okokomaiko,"Okokomaiko, Lagos - 6 Ademola Oshodi Street, Igbo-Elerin Okoko",3000,Sheerazeez International Hotel,4,NA,NA
Alabama International Hotel ,Ikotun,"Ikotun, Lagos - 1, Palace Way, Abaranje, ",5000,Alabama International Hotel ,4,NA,NA
Turessina Hotel,Badagry,"Badagry, Lagos - 2, Adebayo Street, Off Adebayo , Toga Zamu, Limca ...",4500,Turessina Hotel,4,NA,NA
Eddito Relaxation Centre,Alagbado,"Alagbado, Lagos - 168 Meiran Road, ",2500,Eddito Relaxation Centre,4,NA,NA
Free World Hotel International, Egbeda," Egbeda, Lagos - 2nd Avenue, Gowon Estate, Off Redeem Christian Chu...",8500,Free World Hotel International,4,NA,NA
Shokas Hotel,Alimosho,"Alimosho, Lagos - 28 Ikunna Street",5200,Shokas Hotel,4,NA,NA
Yeknas Executive Hotel,Oke-aro,"Oke-aro, Lagos - 3 Adegoke Ajayi Street",1600,Yeknas Executive Hotel,4,NA,NA
Saint Land Hotel,Agbara,"Agbara, Lagos - 22 Medina Estate",2000,Saint Land Hotel,4,NA,NA
Ditto Hotel,Epe,"Epe, Lagos - No. 20, Popo Oba Street",3000,Ditto Hotel,4,NA,NA
Goodluck Hotel And Suites LTD,Ejigbo,"Ejigbo, Lagos - No. 4, Unity Street, Behind Skye Bank, Off Ailegun...",4000,Goodluck Hotel And Suites LTD,4,NA,NA
Bentley Hotel And Suites,Ojokoro,"Ojokoro, Lagos - 1, Oba Ajiboye Close",5000,Bentley Hotel And Suites,4,NA,NA
